enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
4951,Has relevent experience,15,<10,Pvt Ltd,1
7474,No relevent experience,10,,,never
4741,Has relevent experience,5,<10,Early Stage Startup,1
8538,Has relevent experience,7,50-99,Early Stage Startup,2
19458,No relevent experience,6,,,1
33321,Has relevent experience,11,5000-9999,Pvt Ltd,1
8866,Has relevent experience,3,50-99,,1
24250,Has relevent experience,14,10/49,Pvt Ltd,>4
28008,No relevent experience,1,,,never
10009,No relevent experience,3,100-500,Public Sector,2
14909,Has relevent experience,4,100-500,Pvt Ltd,
11517,No relevent experience,3,,,never
8139,Has relevent experience,15,1000-4999,Pvt Ltd,4
15292,Has relevent experience,>20,10000+,Pvt Ltd,4
20774,Has relevent experience,7,5000-9999,Pvt Ltd,3
8880,No relevent experience,5,,,4
32914,No relevent experience,2,,,1
18172,No relevent experience,5,<10,Pvt Ltd,1
25489,Has relevent experience,8,,,1
5921,Has relevent experience,9,<10,Pvt Ltd,1
30709,Has relevent experience,>20,1000-4999,Pvt Ltd,1
3077,Has relevent experience,9,50-99,Funded Startup,1
30898,Has relevent experience,>20,10000+,Pvt Ltd,1
27910,Has relevent experience,>20,100-500,Pvt Ltd,1
4994,Has relevent experience,6,10000+,Pvt Ltd,3
24860,Has relevent experience,1,<10,Early Stage Startup,1
2079,Has relevent experience,15,10/49,Pvt Ltd,1
19464,No relevent experience,5,5000-9999,,1
1444,No relevent experience,6,,,never
22080,Has relevent experience,>20,<10,Funded Startup,1
2141,Has relevent experience,12,10000+,Pvt Ltd,>4
15844,Has relevent experience,9,50-99,Pvt Ltd,3
3688,Has relevent experience,19,100-500,Pvt Ltd,never
13737,Has relevent experience,16,,,1
5119,No relevent experience,3,,,never
6693,Has relevent experience,>20,<10,Pvt Ltd,never
32674,Has relevent experience,9,50-99,Pvt Ltd,2
21847,Has relevent experience,16,10000+,Pvt Ltd,>4
21165,Has relevent experience,14,500-999,Pvt Ltd,>4
22874,Has relevent experience,>20,500-999,Pvt Ltd,>4
3073,No relevent experience,2,,,2
17914,No relevent experience,8,1000-4999,Pvt Ltd,2
11724,Has relevent experience,9,<10,Pvt Ltd,1
23680,No relevent experience,3,100-500,Pvt Ltd,1
14939,Has relevent experience,11,,,1
19965,Has relevent experience,4,50-99,,1
29143,No relevent experience,14,50-99,Pvt Ltd,>4
22082,Has relevent experience,>20,,,>4
1861,Has relevent experience,15,10000+,Public Sector,>4
17623,Has relevent experience,5,10/49,Pvt Ltd,
26302,Has relevent experience,7,10000+,Pvt Ltd,1
31132,No relevent experience,2,,,never
6760,Has relevent experience,16,10000+,Pvt Ltd,>4
20317,Has relevent experience,9,50-99,Pvt Ltd,3
30980,Has relevent experience,2,10000+,Public Sector,1
7728,Has relevent experience,11,,Pvt Ltd,1
11563,Has relevent experience,>20,,,>4
22410,Has relevent experience,6,100-500,Pvt Ltd,never
5095,Has relevent experience,>20,50-99,Pvt Ltd,1
13183,Has relevent experience,15,,,1
14345,Has relevent experience,12,500-999,Pvt Ltd,>4
31271,Has relevent experience,6,100-500,,1
16430,No relevent experience,3,,,
2016,No relevent experience,3,5000-9999,Pvt Ltd,2
19328,Has relevent experience,10,,,1
5521,No relevent experience,2,,,never
9834,No relevent experience,<1,,,1
6846,Has relevent experience,14,,,2
28628,Has relevent experience,>20,100-500,Pvt Ltd,1
25752,Has relevent experience,7,50-99,Funded Startup,1
6832,Has relevent experience,6,50-99,Funded Startup,1
22495,Has relevent experience,15,50-99,Pvt Ltd,2
5405,Has relevent experience,1,10/49,Pvt Ltd,1
4805,Has relevent experience,>20,1000-4999,Public Sector,1
27590,No relevent experience,5,10000+,Public Sector,>4
29488,Has relevent experience,16,,,>4
2795,Has relevent experience,9,100-500,Early Stage Startup,>4
26648,Has relevent experience,>20,<10,Pvt Ltd,2
24447,Has relevent experience,>20,100-500,Pvt Ltd,>4
29057,Has relevent experience,9,,,2
28595,Has relevent experience,11,10000+,Pvt Ltd,1
21507,No relevent experience,1,50-99,Public Sector,1
1729,Has relevent experience,15,50-99,,2
13338,No relevent experience,1,50-99,Pvt Ltd,never
25939,No relevent experience,3,1000-4999,Public Sector,1
32757,Has relevent experience,>20,1000-4999,Pvt Ltd,4
461,Has relevent experience,11,10000+,Pvt Ltd,2
15925,No relevent experience,5,,,2
847,Has relevent experience,16,10/49,Pvt Ltd,1
31136,No relevent experience,2,,,never
8834,Has relevent experience,>20,,,2
28546,Has relevent experience,20,,,>4
8726,Has relevent experience,>20,<10,Pvt Ltd,never
11970,Has relevent experience,9,5000-9999,NGO,1
14851,Has relevent experience,15,100-500,Funded Startup,2
4627,No relevent experience,3,,,never
32678,Has relevent experience,<1,1000-4999,,never
26918,No relevent experience,5,5000-9999,Public Sector,1
7323,Has relevent experience,6,<10,Early Stage Startup,1
4699,Has relevent experience,>20,,,1
22601,Has relevent experience,6,50-99,Funded Startup,2
3087,Has relevent experience,>20,100-500,Pvt Ltd,>4
10661,Has relevent experience,18,10000+,Pvt Ltd,2
17338,No relevent experience,3,,,1
22305,Has relevent experience,>20,,,>4
32827,Has relevent experience,5,,,1
3943,No relevent experience,1,10/49,Public Sector,1
22400,Has relevent experience,2,10/49,Pvt Ltd,1
16322,No relevent experience,7,50-99,Pvt Ltd,1
14703,Has relevent experience,3,10000+,Pvt Ltd,3
31774,Has relevent experience,<1,50-99,Pvt Ltd,1
20026,No relevent experience,2,,,2
17939,Has relevent experience,10,50-99,Public Sector,1
20212,Has relevent experience,>20,100-500,Pvt Ltd,>4
32718,Has relevent experience,10,1000-4999,Pvt Ltd,>4
8142,No relevent experience,8,,,1
5881,Has relevent experience,5,100-500,Pvt Ltd,never
23911,No relevent experience,8,,,>4
26875,Has relevent experience,9,50-99,Pvt Ltd,1
12696,Has relevent experience,5,100-500,Pvt Ltd,1
8632,Has relevent experience,>20,50-99,Funded Startup,1
29829,Has relevent experience,14,,,>4
29454,No relevent experience,4,,,never
17654,No relevent experience,7,,,1
307,Has relevent experience,3,,,1
16283,Has relevent experience,4,100-500,Pvt Ltd,1
9577,Has relevent experience,>20,<10,Pvt Ltd,>4
6194,Has relevent experience,10,100-500,Public Sector,1
10765,No relevent experience,5,,NGO,4
31275,Has relevent experience,16,,,2
12670,No relevent experience,1,50-99,Pvt Ltd,1
9392,Has relevent experience,17,50-99,Pvt Ltd,>4
2144,Has relevent experience,13,100-500,Pvt Ltd,4
9152,Has relevent experience,4,500-999,Pvt Ltd,1
23231,Has relevent experience,16,,,4
1817,Has relevent experience,11,50-99,Pvt Ltd,1
19089,Has relevent experience,>20,1000-4999,Public Sector,>4
29013,Has relevent experience,9,50-99,Pvt Ltd,>4
5447,No relevent experience,7,,Pvt Ltd,never
21173,Has relevent experience,6,,,1
18291,Has relevent experience,10,100-500,Pvt Ltd,2
13993,Has relevent experience,12,50-99,Pvt Ltd,2
9666,Has relevent experience,8,100-500,Pvt Ltd,>4
6737,Has relevent experience,10,100-500,,3
9265,Has relevent experience,13,5000-9999,Pvt Ltd,4
13906,No relevent experience,9,1000-4999,NGO,2
22937,No relevent experience,4,10000+,Public Sector,
2949,Has relevent experience,>20,100-500,Pvt Ltd,2
7417,No relevent experience,8,10000+,Pvt Ltd,2
4186,No relevent experience,>20,,,>4
13041,Has relevent experience,11,10/49,Pvt Ltd,2
11924,Has relevent experience,3,50-99,Pvt Ltd,2
20153,No relevent experience,,10000+,,
10890,Has relevent experience,>20,10000+,Pvt Ltd,1
16826,Has relevent experience,15,500-999,Pvt Ltd,4
23905,No relevent experience,6,,,>4
21480,Has relevent experience,4,50-99,Early Stage Startup,
19595,Has relevent experience,9,10/49,Funded Startup,1
15723,No relevent experience,5,,,never
33129,Has relevent experience,>20,,,>4
33124,Has relevent experience,13,100-500,Pvt Ltd,1
17684,Has relevent experience,5,50-99,Pvt Ltd,1
7503,Has relevent experience,6,50-99,Funded Startup,1
25897,Has relevent experience,>20,,,>4
4323,Has relevent experience,8,50-99,Pvt Ltd,3
21110,No relevent experience,>20,,,2
19284,Has relevent experience,>20,50-99,Pvt Ltd,1
9809,Has relevent experience,>20,5000-9999,Pvt Ltd,2
26046,Has relevent experience,15,,,3
24816,No relevent experience,13,1000-4999,Public Sector,2
15088,Has relevent experience,13,10/49,Funded Startup,1
1676,Has relevent experience,>20,50-99,Pvt Ltd,2
13795,Has relevent experience,8,50-99,Pvt Ltd,>4
10549,Has relevent experience,5,50-99,Pvt Ltd,never
23274,Has relevent experience,10,10/49,Early Stage Startup,3
31334,Has relevent experience,11,100-500,Funded Startup,1
29604,Has relevent experience,14,50-99,Pvt Ltd,4
11190,Has relevent experience,6,,,never
26671,Has relevent experience,<1,1000-4999,Pvt Ltd,1
4069,No relevent experience,4,5000-9999,Pvt Ltd,1
21451,Has relevent experience,>20,100-500,Pvt Ltd,4
30329,No relevent experience,>20,500-999,,1
17109,Has relevent experience,<1,,Public Sector,1
5182,No relevent experience,8,,,4
16998,Has relevent experience,4,100-500,,1
2413,No relevent experience,14,50-99,Funded Startup,1
30732,Has relevent experience,19,<10,Pvt Ltd,>4
4696,Has relevent experience,7,<10,Pvt Ltd,1
27232,Has relevent experience,4,,,2
658,Has relevent experience,14,1000-4999,Pvt Ltd,2
23956,No relevent experience,2,,,never
9459,Has relevent experience,>20,10000+,Pvt Ltd,2
12641,Has relevent experience,7,100-500,Pvt Ltd,1
106,No relevent experience,12,,,4
12300,Has relevent experience,17,100-500,Pvt Ltd,4
19351,Has relevent experience,10,100-500,,never
18896,Has relevent experience,6,<10,Pvt Ltd,1
13985,Has relevent experience,6,1000-4999,Pvt Ltd,never
2775,Has relevent experience,13,<10,Funded Startup,1
239,No relevent experience,6,50-99,Public Sector,2
11661,No relevent experience,3,,,never
17328,No relevent experience,3,,,
1309,No relevent experience,13,10000+,Pvt Ltd,>4
7058,Has relevent experience,11,10/49,Pvt Ltd,>4
30589,Has relevent experience,16,50-99,Pvt Ltd,3
22131,Has relevent experience,19,,,1
17870,Has relevent experience,3,10000+,Pvt Ltd,2
17964,Has relevent experience,20,500-999,Pvt Ltd,1
16273,Has relevent experience,4,50-99,Pvt Ltd,1
23497,No relevent experience,10,,,1
29097,Has relevent experience,>20,10000+,Pvt Ltd,>4
17761,Has relevent experience,5,<10,Funded Startup,1
540,Has relevent experience,>20,<10,Pvt Ltd,>4
14246,No relevent experience,2,50-99,Pvt Ltd,1
30506,No relevent experience,3,,,>4
29797,Has relevent experience,>20,1000-4999,Public Sector,>4
26465,No relevent experience,2,<10,Pvt Ltd,1
26822,Has relevent experience,15,500-999,NGO,1
28276,No relevent experience,1,50-99,Pvt Ltd,1
4983,Has relevent experience,5,10000+,Pvt Ltd,1
22751,Has relevent experience,4,50-99,,1
15572,Has relevent experience,6,10/49,Pvt Ltd,never
21293,Has relevent experience,2,50-99,Pvt Ltd,1
26523,Has relevent experience,8,50-99,Pvt Ltd,1
33015,Has relevent experience,11,10/49,Pvt Ltd,2
8397,No relevent experience,2,,,never
4682,No relevent experience,2,,,1
22891,Has relevent experience,16,,,>4
26039,No relevent experience,1,1000-4999,Public Sector,1
5722,Has relevent experience,5,10/49,Pvt Ltd,never
33196,Has relevent experience,17,500-999,Pvt Ltd,2
2408,Has relevent experience,6,,,1
16558,Has relevent experience,11,10000+,Pvt Ltd,1
21487,Has relevent experience,>20,10/49,Pvt Ltd,1
11394,No relevent experience,<1,<10,Pvt Ltd,1
23422,No relevent experience,<1,,,never
15228,Has relevent experience,14,<10,Pvt Ltd,>4
10922,Has relevent experience,>20,,,1
31659,Has relevent experience,16,10000+,Pvt Ltd,>4
25573,Has relevent experience,>20,,,>4
5646,Has relevent experience,3,50-99,Early Stage Startup,2
31331,Has relevent experience,11,50-99,Pvt Ltd,>4
2670,Has relevent experience,>20,,,>4
30427,No relevent experience,13,10/49,Pvt Ltd,>4
20416,Has relevent experience,20,,,never
18080,No relevent experience,1,,,1
5725,Has relevent experience,7,50-99,Pvt Ltd,2
14394,Has relevent experience,16,100-500,Pvt Ltd,1
26568,Has relevent experience,10,10000+,Pvt Ltd,>4
19187,Has relevent experience,14,100-500,Pvt Ltd,2
23892,Has relevent experience,4,,,2
23299,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
27966,Has relevent experience,4,,,1
10347,Has relevent experience,>20,50-99,Pvt Ltd,>4
19282,Has relevent experience,>20,5000-9999,Public Sector,>4
14211,Has relevent experience,15,10000+,Pvt Ltd,>4
21757,Has relevent experience,2,100-500,Pvt Ltd,1
23463,Has relevent experience,>20,,,2
11299,Has relevent experience,15,100-500,Pvt Ltd,3
29016,No relevent experience,2,100-500,Pvt Ltd,2
23963,No relevent experience,8,,,1
32038,No relevent experience,5,10/49,Early Stage Startup,1
7319,Has relevent experience,12,1000-4999,Pvt Ltd,2
3639,Has relevent experience,4,50-99,NGO,1
4825,Has relevent experience,4,,,1
25282,Has relevent experience,>20,10000+,Pvt Ltd,1
6065,Has relevent experience,5,100-500,,2
12585,No relevent experience,13,10000+,Pvt Ltd,1
27088,No relevent experience,4,,,4
8399,Has relevent experience,>20,100-500,Pvt Ltd,>4
24979,No relevent experience,2,,,1
8635,Has relevent experience,9,50-99,Pvt Ltd,1
32108,Has relevent experience,8,<10,Pvt Ltd,1
11611,Has relevent experience,>20,,,2
11018,Has relevent experience,3,50-99,Pvt Ltd,1
27597,Has relevent experience,15,1000-4999,Pvt Ltd,1
20454,No relevent experience,2,,,1
21278,Has relevent experience,7,50-99,Funded Startup,1
4049,Has relevent experience,>20,100-500,Pvt Ltd,>4
13744,Has relevent experience,6,100-500,NGO,1
12792,Has relevent experience,2,<10,Early Stage Startup,2
12591,No relevent experience,2,,,1
17571,Has relevent experience,>20,10/49,Pvt Ltd,>4
26718,Has relevent experience,11,1000-4999,NGO,1
16030,Has relevent experience,>20,10/49,Funded Startup,4
6212,Has relevent experience,>20,100-500,Pvt Ltd,>4
4076,Has relevent experience,18,1000-4999,Pvt Ltd,never
8198,No relevent experience,9,10/49,Pvt Ltd,4
6941,No relevent experience,>20,,,>4
17299,No relevent experience,3,1000-4999,Public Sector,1
29120,Has relevent experience,12,500-999,Pvt Ltd,1
11420,Has relevent experience,3,10000+,Pvt Ltd,1
28511,Has relevent experience,10,10/49,Pvt Ltd,4
19119,Has relevent experience,8,100-500,,1
33273,Has relevent experience,17,50-99,Pvt Ltd,4
25593,Has relevent experience,5,<10,Early Stage Startup,1
28788,No relevent experience,12,<10,Early Stage Startup,4
30159,No relevent experience,5,,,1
29494,No relevent experience,2,,Public Sector,1
21170,Has relevent experience,15,100-500,Pvt Ltd,3
9861,Has relevent experience,17,10000+,Public Sector,>4
28963,Has relevent experience,>20,1000-4999,Pvt Ltd,2
16612,Has relevent experience,>20,10/49,Pvt Ltd,>4
27255,No relevent experience,5,,,never
9872,Has relevent experience,14,100-500,Pvt Ltd,3
8598,Has relevent experience,5,,,4
19941,Has relevent experience,7,1000-4999,NGO,1
2837,Has relevent experience,4,<10,Pvt Ltd,2
12967,Has relevent experience,15,500-999,Public Sector,2
32010,Has relevent experience,11,10000+,Pvt Ltd,4
13710,No relevent experience,2,50-99,Pvt Ltd,1
4130,Has relevent experience,10,500-999,Pvt Ltd,>4
6236,No relevent experience,<1,,,>4
23952,Has relevent experience,>20,100-500,Pvt Ltd,>4
346,Has relevent experience,>20,500-999,Pvt Ltd,>4
22794,Has relevent experience,3,500-999,Pvt Ltd,1
5883,Has relevent experience,>20,,,
16064,Has relevent experience,8,50-99,Pvt Ltd,1
18921,Has relevent experience,<1,1000-4999,Pvt Ltd,1
32976,No relevent experience,14,5000-9999,Public Sector,1
22201,Has relevent experience,>20,,Pvt Ltd,>4
14259,Has relevent experience,5,,,2
14868,Has relevent experience,8,10000+,Pvt Ltd,2
9496,Has relevent experience,3,50-99,Pvt Ltd,1
25701,Has relevent experience,15,10000+,Pvt Ltd,1
21552,Has relevent experience,>20,,,>4
23708,No relevent experience,5,,,never
124,Has relevent experience,>20,10000+,Pvt Ltd,2
31380,Has relevent experience,16,10000+,Pvt Ltd,1
12358,Has relevent experience,15,500-999,,2
1334,Has relevent experience,15,500-999,Pvt Ltd,>4
5958,Has relevent experience,2,5000-9999,Pvt Ltd,1
32527,Has relevent experience,>20,10000+,Pvt Ltd,3
32098,Has relevent experience,4,50-99,Pvt Ltd,2
31360,Has relevent experience,4,10000+,Pvt Ltd,1
1376,No relevent experience,5,,,never
26584,Has relevent experience,>20,,,2
11279,Has relevent experience,>20,<10,Early Stage Startup,1
19523,Has relevent experience,10,100-500,Funded Startup,4
10144,No relevent experience,2,,,1
25020,Has relevent experience,4,5000-9999,Public Sector,2
8759,Has relevent experience,>20,<10,Funded Startup,1
23374,Has relevent experience,16,5000-9999,Pvt Ltd,2
27623,Has relevent experience,17,10/49,Funded Startup,1
1567,No relevent experience,3,,Pvt Ltd,never
3762,Has relevent experience,>20,<10,Pvt Ltd,>4
11914,No relevent experience,<1,,,never
8354,Has relevent experience,6,10/49,Early Stage Startup,1
28705,No relevent experience,4,,,2
8075,Has relevent experience,13,10000+,Pvt Ltd,
5930,Has relevent experience,8,100-500,Pvt Ltd,2
11170,Has relevent experience,>20,50-99,Pvt Ltd,>4
132,Has relevent experience,1,<10,,1
8497,Has relevent experience,6,1000-4999,NGO,1
1253,Has relevent experience,>20,10000+,Pvt Ltd,>4
24122,Has relevent experience,18,50-99,Pvt Ltd,>4
22512,Has relevent experience,17,100-500,Pvt Ltd,2
2746,No relevent experience,<1,,,2
27483,Has relevent experience,10,100-500,Pvt Ltd,4
6447,No relevent experience,8,100-500,Public Sector,2
1998,Has relevent experience,15,100-500,NGO,1
17325,No relevent experience,2,,,1
17994,Has relevent experience,15,100-500,Pvt Ltd,4
29163,No relevent experience,6,,,never
1675,Has relevent experience,10,5000-9999,NGO,4
25134,Has relevent experience,16,<10,Pvt Ltd,1
1781,No relevent experience,>20,,,>4
26400,Has relevent experience,4,500-999,Pvt Ltd,4
10121,Has relevent experience,17,50-99,Pvt Ltd,1
30561,Has relevent experience,4,<10,Early Stage Startup,1
2969,Has relevent experience,5,50-99,,1
5589,Has relevent experience,7,<10,Early Stage Startup,2
31456,Has relevent experience,5,10000+,Pvt Ltd,1
2273,Has relevent experience,3,1000-4999,Pvt Ltd,2
13297,Has relevent experience,7,50-99,Funded Startup,3
8492,Has relevent experience,5,1000-4999,Pvt Ltd,3
25386,Has relevent experience,15,50-99,Pvt Ltd,>4
23096,No relevent experience,<1,,,1
15840,No relevent experience,6,,,never
2749,Has relevent experience,17,100-500,Pvt Ltd,>4
14034,Has relevent experience,13,100-500,Public Sector,>4
3590,No relevent experience,2,,,never
30044,Has relevent experience,2,50-99,NGO,2
31685,Has relevent experience,15,1000-4999,Pvt Ltd,2
14843,Has relevent experience,10,10/49,Funded Startup,1
12693,Has relevent experience,7,5000-9999,Pvt Ltd,1
10731,Has relevent experience,18,50-99,Pvt Ltd,>4
3822,Has relevent experience,>20,,,>4
31034,No relevent experience,>20,,,4
23584,No relevent experience,2,,,never
28824,No relevent experience,>20,5000-9999,Pvt Ltd,>4
13247,No relevent experience,1,,,1
32691,Has relevent experience,19,50-99,Pvt Ltd,never
27025,No relevent experience,2,,,never
3790,Has relevent experience,14,50-99,Funded Startup,4
26426,Has relevent experience,7,,,2
17049,Has relevent experience,5,5000-9999,Public Sector,1
18789,Has relevent experience,7,50-99,Pvt Ltd,1
10288,Has relevent experience,15,10000+,,1
8036,Has relevent experience,12,,,2
16527,Has relevent experience,3,500-999,Pvt Ltd,1
11866,Has relevent experience,8,50-99,Pvt Ltd,1
13662,Has relevent experience,18,,,1
22730,Has relevent experience,4,10000+,Pvt Ltd,1
19826,Has relevent experience,18,1000-4999,Pvt Ltd,1
24988,No relevent experience,5,,,1
4688,Has relevent experience,7,50-99,Pvt Ltd,2
11754,Has relevent experience,15,1000-4999,Pvt Ltd,>4
7496,Has relevent experience,6,,,3
20411,Has relevent experience,9,5000-9999,Pvt Ltd,1
13571,Has relevent experience,10,50-99,Pvt Ltd,1
14778,Has relevent experience,1,<10,Pvt Ltd,never
4490,Has relevent experience,4,<10,Early Stage Startup,1
13366,No relevent experience,11,,,never
5632,Has relevent experience,8,<10,Pvt Ltd,1
9629,Has relevent experience,14,10000+,Pvt Ltd,4
8076,Has relevent experience,2,,,
17653,No relevent experience,>20,,,1
27032,Has relevent experience,16,50-99,Pvt Ltd,>4
32290,No relevent experience,3,,,1
26595,No relevent experience,2,,,1
14542,Has relevent experience,5,10/49,Pvt Ltd,2
389,Has relevent experience,9,500-999,Public Sector,3
19639,Has relevent experience,6,,,2
16820,Has relevent experience,2,50-99,,1
4808,Has relevent experience,19,,Pvt Ltd,never
30362,No relevent experience,2,,Pvt Ltd,never
20804,No relevent experience,2,,,never
5134,Has relevent experience,>20,,,4
12721,Has relevent experience,15,10000+,Pvt Ltd,3
4743,No relevent experience,>20,,,never
20485,Has relevent experience,15,,,>4
8160,Has relevent experience,11,10/49,Pvt Ltd,>4
11156,Has relevent experience,12,50-99,Funded Startup,1
3125,Has relevent experience,9,<10,Early Stage Startup,never
14063,No relevent experience,4,,,1
7185,Has relevent experience,5,500-999,Pvt Ltd,2
6592,Has relevent experience,15,100-500,Public Sector,1
26479,No relevent experience,3,,,never
6273,Has relevent experience,3,<10,Pvt Ltd,never
18387,No relevent experience,7,,,1
26650,Has relevent experience,9,50-99,Pvt Ltd,1
26514,Has relevent experience,7,10/49,,1
12291,Has relevent experience,14,,,2
7276,Has relevent experience,2,50-99,Pvt Ltd,1
24318,No relevent experience,,<10,Early Stage Startup,1
26405,No relevent experience,>20,,,>4
31740,Has relevent experience,>20,10/49,Funded Startup,2
16564,Has relevent experience,11,10000+,Pvt Ltd,1
28723,Has relevent experience,>20,,Public Sector,1
14086,Has relevent experience,16,50-99,Pvt Ltd,1
18178,Has relevent experience,>20,10000+,Pvt Ltd,2
27608,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
17740,No relevent experience,3,,,never
6046,No relevent experience,12,,,4
3279,Has relevent experience,5,50-99,Pvt Ltd,1
2026,No relevent experience,2,100-500,Other,2
9252,No relevent experience,3,,,1
2520,Has relevent experience,8,500-999,Pvt Ltd,1
28613,Has relevent experience,15,10/49,Pvt Ltd,>4
20688,No relevent experience,9,,,1
28696,Has relevent experience,18,,,2
21024,No relevent experience,15,100-500,NGO,1
9125,No relevent experience,3,100-500,,3
29773,Has relevent experience,3,<10,Early Stage Startup,1
912,No relevent experience,9,,,2
20614,Has relevent experience,>20,,,>4
19233,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
13059,No relevent experience,9,100-500,Pvt Ltd,1
26562,Has relevent experience,12,100-500,Pvt Ltd,2
26503,Has relevent experience,15,<10,Pvt Ltd,>4
13226,Has relevent experience,7,1000-4999,Pvt Ltd,1
3193,Has relevent experience,20,,,>4
20231,No relevent experience,2,,,never
16148,Has relevent experience,,10000+,Pvt Ltd,1
14754,No relevent experience,>20,1000-4999,Public Sector,1
20949,Has relevent experience,10,10/49,Funded Startup,1
2175,Has relevent experience,18,,,>4
22576,Has relevent experience,4,100-500,Pvt Ltd,1
15115,Has relevent experience,<1,500-999,Pvt Ltd,1
16853,No relevent experience,>20,<10,Pvt Ltd,>4
32647,Has relevent experience,>20,500-999,Pvt Ltd,4
25936,No relevent experience,2,,,never
5516,Has relevent experience,6,,,1
24853,No relevent experience,13,,,1
29379,Has relevent experience,>20,50-99,Pvt Ltd,>4
7163,Has relevent experience,2,,,never
7062,Has relevent experience,5,10/49,Pvt Ltd,>4
11060,Has relevent experience,>20,100-500,Pvt Ltd,3
22417,Has relevent experience,3,<10,Pvt Ltd,1
29864,Has relevent experience,3,50-99,Pvt Ltd,1
25000,Has relevent experience,>20,100-500,Pvt Ltd,2
24010,No relevent experience,8,10000+,Pvt Ltd,never
15410,Has relevent experience,12,,,1
29701,Has relevent experience,11,10000+,Pvt Ltd,4
6063,Has relevent experience,15,500-999,Pvt Ltd,2
31542,Has relevent experience,18,500-999,Pvt Ltd,>4
12403,No relevent experience,4,,,2
21753,Has relevent experience,3,10000+,Pvt Ltd,1
535,Has relevent experience,>20,5000-9999,Pvt Ltd,>4
17801,Has relevent experience,4,,,1
9181,Has relevent experience,>20,,,>4
21484,Has relevent experience,14,,,1
31040,No relevent experience,7,1000-4999,Pvt Ltd,4
20401,Has relevent experience,>20,10000+,Public Sector,>4
6188,Has relevent experience,12,500-999,Pvt Ltd,1
23965,Has relevent experience,7,,,1
23476,Has relevent experience,9,1000-4999,Pvt Ltd,1
8212,No relevent experience,9,,,never
26733,Has relevent experience,15,100-500,Pvt Ltd,4
11137,No relevent experience,10,10/49,Early Stage Startup,1
17064,No relevent experience,6,,,1
7236,Has relevent experience,18,500-999,Pvt Ltd,>4
4213,Has relevent experience,>20,50-99,Pvt Ltd,2
20429,Has relevent experience,9,10000+,Pvt Ltd,>4
5749,No relevent experience,5,,Pvt Ltd,never
17790,Has relevent experience,10,10/49,Pvt Ltd,>4
22394,Has relevent experience,5,<10,Early Stage Startup,1
6123,Has relevent experience,5,,,never
19901,Has relevent experience,19,5000-9999,Pvt Ltd,>4
17696,Has relevent experience,11,,,1
1047,Has relevent experience,19,,,1
15950,No relevent experience,2,,,1
17379,Has relevent experience,3,10/49,Pvt Ltd,2
18815,Has relevent experience,5,,Pvt Ltd,3
7431,Has relevent experience,6,10/49,Pvt Ltd,1
10831,No relevent experience,3,,,1
33193,No relevent experience,>20,,,>4
26265,No relevent experience,15,50-99,Public Sector,1
20530,Has relevent experience,7,5000-9999,Pvt Ltd,never
23227,Has relevent experience,7,10/49,Pvt Ltd,2
13821,No relevent experience,7,,,1
11995,Has relevent experience,>20,500-999,Pvt Ltd,3
618,Has relevent experience,>20,,,>4
29884,Has relevent experience,15,,,>4
24710,No relevent experience,<1,,,1
18047,Has relevent experience,5,50-99,,1
29798,No relevent experience,10,100-500,NGO,1
4100,Has relevent experience,20,10000+,Pvt Ltd,1
18235,Has relevent experience,>20,,,>4
28127,Has relevent experience,15,10000+,Pvt Ltd,1
13688,Has relevent experience,6,10/49,Pvt Ltd,
12890,Has relevent experience,8,100-500,NGO,1
24566,Has relevent experience,4,100-500,Pvt Ltd,1
7842,Has relevent experience,2,,,1
25841,No relevent experience,4,,,never
5557,Has relevent experience,9,10/49,Funded Startup,2
22437,Has relevent experience,8,,,1
15493,Has relevent experience,3,100-500,Pvt Ltd,1
8219,Has relevent experience,7,100-500,Pvt Ltd,2
6298,Has relevent experience,>20,50-99,Pvt Ltd,>4
17954,No relevent experience,2,10/49,Pvt Ltd,2
12446,No relevent experience,6,,,3
29244,Has relevent experience,>20,,,4
5662,Has relevent experience,9,,Pvt Ltd,2
16738,No relevent experience,9,<10,,
4803,No relevent experience,3,,,1
25266,Has relevent experience,9,100-500,,1
28396,Has relevent experience,8,50-99,Pvt Ltd,1
8179,Has relevent experience,>20,10/49,Funded Startup,never
13364,Has relevent experience,3,10/49,Pvt Ltd,2
18948,No relevent experience,2,,,never
2829,No relevent experience,3,,Pvt Ltd,never
32523,Has relevent experience,16,100-500,Early Stage Startup,1
29808,Has relevent experience,3,<10,Pvt Ltd,1
13627,No relevent experience,7,50-99,Early Stage Startup,2
19827,Has relevent experience,5,1000-4999,Pvt Ltd,4
5177,Has relevent experience,>20,,,4
1569,Has relevent experience,15,50-99,Pvt Ltd,>4
32888,No relevent experience,6,,,2
19904,Has relevent experience,>20,,,1
18727,Has relevent experience,>20,50-99,Pvt Ltd,3
16656,No relevent experience,1,10/49,Funded Startup,1
23802,Has relevent experience,8,100-500,Pvt Ltd,1
5052,Has relevent experience,17,100-500,,>4
22643,Has relevent experience,12,100-500,Pvt Ltd,1
17936,Has relevent experience,19,,,3
7358,Has relevent experience,4,1000-4999,Pvt Ltd,1
